CNN_Training_Predictions	ET_Training_Predictions	SVM_Training_Predictions	gold	names	customSortScore	group	modelSortScore	PyConText_Training_Predictions	RealSVMScore
0	1	0	0	15325	10.075622209	1	83.3645347156	1.0	-1.65515114217
0	0	0	0	35021	8.55278471656	1	25.7703838467	0.0	-1.95221282003
0	0	0	0	41711	5.44291695814	1	33.7193888909	1.0	-1.36934368866
0	0	0	0	349167	4.83570560409	1	64.8527058306	0.0	-1.35023023924
0	0	0	0	39549	25.9742736938	1	129.299288218	0.0	-1.00054178392
0	0	0	0	348364	5.58357154856	1	51.2219769563	0.0	-0.712911102875
0	0	0	0	722811	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	530398	3.67330210773	1	34.5324639637	0.0	-2.09940345669
0	0	0	0	433845	2.90950150552	1	24.9517599741	0.0	-1.76793974899
0	1	0	0	34683	11.0315348196	1	80.8098337662	1.0	-0.999667574974
0	1	0	0	42695	9.25823090462	1	73.7645435431	1.0	-1.58138639178
0	0	0	0	411705	4.88094500971	1	56.8974000722	0.0	-1.56115937897
0	1	0	0	10162	13.2669530247	1	44.5160272719	0.0	-1.11742951657
0	0	0	0	14053	7.32476762622	1	77.7227806485	0.0	-1.52641322588
0	0	0	0	34662	4.05520240883	1	39.3228159585	0.0	-1.80844912149
0	0	0	0	596640	1.76380060221	1	10.5807039896	0.0	-1.69851255025
0	0	0	0	593471	4.55610768898	1	82.4571836776	0.0	-1.93601357136
0	1	0	0	344262	6.21137979231	1	43.4163205258	0.0	-1.53978679903
0	0	0	0	529784	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	48058	2.90950150552	1	24.9517599741	0.0	-1.82920863803
0	0	0	0	341437	2.90950150552	1	24.9517599741	0.0	-1.99278200854
1	0	0	0	589620	6.54586514188	1	33.5726920992	0.0	-1.28265323568
0	0	0	0	25839	2.77614628122	1	22.895339769	0.0	-0.999716068385
0	1	0	0	34256	16.8069628773	1	19.9705979172	0.0	-0.797333081989
0	0	0	0	340834	3.29140180662	1	29.7421119689	0.0	-1.45013033426
1	0	0	0	16590	6.94400301104	1	50.6470003443	0.0	-1.53578197146
0	0	0	0	340679	3.67330210773	1	34.5324639637	0.0	-2.36884340117
0	1	0	0	45820	14.6995839818	1	80.3734227797	1.0	-0.999802074553
0	0	0	0	339064	6.57880530299	1	61.805834232	0.0	-1.01024216917
0	0	0	0	39529	3.29140180662	1	29.7421119689	0.0	-1.64708655176
0	0	0	0	337421	2.90950150552	1	24.9517599741	0.0	-1.78382685189
0	1	0	0	45407	9.19062463266	1	113.1694544	0.0	-0.882471866537
0	0	0	0	514525	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	336498	4.06355370536	1	47.2974088997	0.0	-1.97849581361
0	0	0	0	42502	5.96470391435	1	63.2745759325	0.0	-1.64223125242
0	1	0	0	331764	12.4204198001	1	60.8654197828	0.0	-1.26453027375
0	0	0	0	357253	2.90950150552	1	24.9517599741	0.0	-1.86407989866
0	0	0	0	10165	14.8594126761	1	143.327663103	0.0	-1.12895128998
0	0	0	0	330445	2.52760120442	1	20.1614079792	0.0	-1.95400464302
0	0	0	0	700164	8.96551180085	1	72.5873684716	1.0	-2.2832289854
0	0	0	0	341988	10.3793610673	1	93.8564149091	0.0	-0.750609572094
0	0	0	0	47044	4.30374748564	1	42.0567477482	0.0	-1.58924780587
0	0	0	0	600906	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	331461	4.06355370536	1	47.2974088997	0.0	-1.75635361908
0	0	0	0	329759	3.68165340425	1	42.5070569049	0.0	-1.08576621809
0	0	0	0	50137	17.154699979	1	141.693547575	0.0	-1.53554247967
0	0	0	0	408302	2.52760120442	1	20.1614079792	0.0	-1.74605936272
0	1	0	0	32785	16.9909857885	1	109.115534749	0.0	-1.26024779682
0	0	0	0	561157	10.4046400348	1	72.8177173497	0.0	-1.00027637778
0	0	0	0	535611	1.76380060221	1	10.5807039896	0.0	-1.83815342602
1	0	0	0	349954	1.76380060221	1	10.5807039896	0.0	-1.7191824014
0	0	0	0	32672	4.43710270994	1	44.1131679533	0.0	-1.84220728017
0	0	0	0	404302	5.52760120442	1	31.8699345304	0.0	-1.73706134677
0	0	0	0	326330	7.1503768645	1	82.6255312177	0.0	-1.00017742847
0	0	0	0	326119	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	33898	10.1052511382	1	111.293818978	0.0	-1.36176679039
0	1	0	0	1203	16.4235924845	1	143.020765243	0.0	-1.39941800545
0	1	0	0	540285	34.5893886871	1	161.993085838	0.0	-1.74650976228
0	0	0	0	32507	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	444154	2.90950150552	1	24.9517599741	0.0	-1.86193007227
0	0	0	0	33964	6.61569341208	1	45.8759355324	0.0	-1.79553810844
0	0	0	0	579697	8.27280831403	1	107.965873784	0.0	-1.56414598486
0	0	0	0	322883	2.90950150552	1	24.9517599741	1.0	-1.79324245412
0	0	0	0	13074	6.20671756035	1	43.3000928805	1.0	-1.26003760196
0	0	0	0	356689	1.76380060221	1	10.5807039896	0.0	-1.77587129525
0	0	0	0	32155	11.3037247686	1	115.102663937	0.0	-1.66983088666
0	0	0	0	581682	4.97562768912	1	39.9906535715	0.0	-1.20380763821
0	0	0	0	319505	7.77919574419	1	64.9987714061	1.0	-0.653644148045
0	0	0	0	356947	6.36641976982	1	54.0734756252	0.0	-0.671708736265
0	0	0	0	370150	4.81900301104	1	48.9035199481	0.0	-2.13537398559
0	0	0	0	342962	2.53595250094	1	28.1360009205	0.0	-1.96889924577
0	0	0	0	426420	2.90950150552	1	24.9517599741	0.0	-1.93312442888
0	1	0	0	7202	5.59426787108	1	36.5181786943	0.0	-1.09426253041
0	0	0	0	10361	12.3165967242	1	111.790310448	0.0	-1.17058567924
0	0	0	0	549735	1.76380060221	1	10.5807039896	0.0	-2.03069300558
1	1	0	0	539833	27.7358726265	1	117.565540558	0.0	-1.47920286796
0	1	0	0	31933	5.82112819468	1	30.6513755898	0.0	-1.41426083911
0	0	0	0	532384	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	318244	9.16542724166	1	101.528801387	0.0	-1.61126777968
0	0	0	0	491976	2.14570090331	1	15.3710559844	0.0	-1.87609197759
0	0	0	0	1892	14.6763306035	1	102.318942865	1.0	-1.03182357746
1	0	0	0	698555	4.81900301104	1	48.9035199481	0.0	-1.75344108188
0	0	0	0	647489	4.05520240883	1	39.3228159585	0.0	-2.04433011257
0	0	0	0	345008	7.12345377608	1	36.1095651976	1.0	-1.29617720538
0	0	0	0	356268	3.72689280987	1	34.5517511466	0.0	-2.12235438989
0	1	0	0	587087	10.9976682471	1	167.596137132	1.0	-0.81409265935
0	0	0	0	341278	7.90761060598	1	119.124707672	0.0	-0.891503055264
0	1	0	0	317700	4.29721605483	1	19.3483329065	1.0	-1.73538627168
0	0	0	0	315802	3.68165340425	1	42.5070569049	0.0	-1.62880137741
0	0	0	0	430353	7.52801180085	1	62.432261748	0.0	-1.53400214266
0	0	0	0	22327	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	12741	14.7361294553	1	122.420722232	1.0	-1.00778873988
0	0	0	0	483156	4.81900301104	1	48.9035199481	0.0	-2.16625726664
0	0	0	0	3056	6.16396484078	1	28.7823401044	0.0	-1.49025624534
0	0	0	0	569406	5.27445951694	1	26.2951075968	0.0	-0.99985832608
0	0	0	0	565706	4.44545400646	1	52.0877608945	0.0	-1.38364811625
0	0	0	0	25689	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	28759	5.17142554099	1	35.2272611563	0.0	-2.93530677192
0	0	0	0	41646	7.87420541987	1	87.2263359066	0.0	-1.83815342602
0	0	0	0	27186	4.81900301104	1	48.9035199481	0.0	-1.65866583417
0	0	0	0	28737	12.7055541099	1	147.444491634	0.0	-1.68884521795
0	0	0	0	600504	4.82735430757	1	56.8781128893	0.0	-1.00012603559
0	0	0	0	43334	4.73923848888	1	46.8663869259	0.0	-1.68500190188
0	0	0	0	23753	2.90950150552	1	24.9517599741	0.0	-1.78142823376
0	1	0	0	669114	18.5898311329	1	152.496581429	0.0	-0.379753013955
0	0	0	0	28442	9.26191996918	1	81.622908839	0.0	-1.44785319399
0	0	0	0	403224	7.11040481766	1	77.645631917	0.0	-1.77954723729
0	0	0	0	28325	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	25323	2.96309220766	1	24.9710471569	0.0	-1.59933701792
0	0	0	0	353565	1.76380060221	1	10.5807039896	0.0	-2.04208294168
0	1	0	0	504986	13.5162190659	1	83.0755538803	0.0	-0.999886604211
0	1	0	0	19673	18.4491407068	1	37.0979442917	1.0	-0.931378264638
0	0	0	0	28111	2.90950150552	1	24.9517599741	0.0	-2.0157698851
0	0	0	0	43830	19.329387745	1	135.241462023	0.0	-1.0597428322
0	1	0	0	695300	10.0060577028	1	48.2404466481	0.0	-0.911235412648
0	0	0	0	424163	7.77208220423	1	120.837861185	0.0	-1.31229466888
1	0	0	0	320427	10.667280442	1	151.840568613	0.0	-0.99968129818
0	0	0	0	35279	9.78901479337	1	69.7059884242	1.0	-1.71115040448
1	0	0	0	418620	6.73685581309	1	80.8298728634	0.0	-2.08206057121
0	0	0	0	528014	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	2463	7.27117692408	1	77.7034934656	0.0	-1.53156970893
0	1	0	0	28013	5.06101665704	1	28.9290368961	1.0	-1.1456135097
0	0	0	0	17210	9.07349702532	1	101.616679074	0.0	-1.74037664092
0	1	0	0	54369	5.05732759248	1	21.0706716002	0.0	-1.34774871579
0	1	0	0	29064	18.2167928048	1	140.988187197	1.0	-0.761520994628
0	0	0	0	26606	6.34660421546	1	68.0649279274	0.0	-1.83815342602
0	0	0	0	25594	4.05520240883	1	39.3228159585	0.0	-1.67477994073
0	1	0	0	2542	10.0491823419	1	24.856354943	0.0	-1.65146619301
0	0	0	0	394773	6.73685581309	1	80.8298728634	0.0	-1.62677134583
0	0	0	0	320977	4.06355370536	1	47.2974088997	0.0	-1.73486160436
0	0	0	0	518574	4.55610768898	1	82.4571836776	0.0	-1.38321189424
0	0	1	0	447107	38.8038278984	1	140.501206664	0.0	0.0286494743051
0	1	0	0	11200	20.2400833799	1	13.7053935801	0.0	-1.1029415773
0	0	0	0	714045	2.14570090331	1	15.3710559844	0.0	-1.91323239585
0	1	0	0	25052	15.3169552362	1	135.309096739	0.0	-1.10955894621
0	1	1	0	359957	16.4918743427	1	101.138205935	1.0	1.11883857518
0	0	0	0	44057	3.29140180662	1	29.7421119689	0.0	-1.39251142459
0	1	0	0	361918	5.82112819468	1	30.6513755898	0.0	-1.50721685683
0	1	0	0	18359	15.3169552362	1	135.309096739	0.0	-1.35788801407
0	0	0	0	24587	4.05520240883	1	39.3228159585	0.0	-1.83815342602
0	0	0	0	566213	4.46037216372	1	33.1438813716	0.0	-1.68754243524
0	1	0	0	46327	25.7702510435	1	185.577127042	1.0	-0.5328247127
0	0	0	0	3941	11.7573242039	1	99.4858180281	0.0	-1.91141449758
0	0	0	0	649486	9.32708944752	1	95.8764388576	1.0	-1.48810802504
0	0	0	0	339190	5.58280361325	1	58.4842239377	0.0	-2.48100631974
0	0	0	0	10875	3.97543788667	1	37.2856829363	0.0	-0.857111947493
0	0	0	0	23528	4.68564778674	1	46.847099743	0.0	-1.58807776614
0	0	0	0	596757	1.76380060221	1	10.5807039896	0.0	-1.8842143349
0	0	0	0	396004	7.11040481766	1	77.645631917	0.0	-1.61405979011
0	0	0	0	688819	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	23271	7.49230511877	1	82.4359839118	0.0	-1.92390295916
0	0	0	0	479569	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	4390	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	1	0	0	334091	5.05732759248	1	21.0706716002	0.0	-1.58100192799
0	0	0	0	21964	6.94286732512	1	72.9324286537	0.0	-1.51789783341
0	0	0	0	468904	2.91785280205	1	32.9263529153	0.0	-1.68061286032
0	0	0	0	20168	2.52760120442	1	20.1614079792	0.0	-1.91277367503
0	0	0	0	334372	2.14570090331	1	15.3710559844	0.0	-1.73467305881
0	0	0	0	343139	2.90950150552	1	24.9517599741	0.0	-0.636544553035
0	1	0	0	21484	13.8134351207	1	73.9604845137	1.0	-1.00001767702
0	0	0	0	38919	9.32834027799	1	48.3219187492	0.0	-1.80577766291
0	0	0	0	572559	5.83134869005	1	61.2181557275	0.0	-1.01775509984
0	0	0	0	555647	4.44545400646	1	52.0877608945	0.0	-1.85952760007
0	1	0	0	433338	5.05732759248	1	21.0706716002	0.0	-0.999692753281
0	0	0	0	20736	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	14039	3.29140180662	1	29.7421119689	0.0	-1.83815342602
0	0	0	0	423943	4.10879311097	1	39.3421031414	0.0	-1.6716642817
0	0	0	0	433811	4.82735430757	1	56.8781128893	0.0	-1.53213168629
0	0	0	0	353561	2.14570090331	1	15.3710559844	0.0	-2.07740847425
0	1	1	0	20384	34.1789521055	1	170.026835498	1.0	1.12353681262
0	0	0	0	11055	12.4460962187	1	131.084490204	1.0	-1.16108661856
0	0	0	0	40370	4.43710270994	1	44.1131679533	0.0	-1.83815342602
0	0	0	0	20245	3.29140180662	1	29.7421119689	0.0	-1.82873589003
0	0	0	0	335071	2.52760120442	1	20.1614079792	0.0	-2.35529842608
0	0	0	0	371219	2.90950150552	1	24.9517599741	0.0	-2.06909146182
0	0	0	0	10261	4.05520240883	1	39.3228159585	0.0	-1.77048126118
0	0	0	0	465676	3.29140180662	1	29.7421119689	0.0	-2.35718897603
0	0	0	0	442051	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	1090	5.58280361325	1	58.4842239377	0.0	-1.36112457582
0	0	0	0	660589	2.14570090331	1	15.3710559844	0.0	-1.37941781855
0	0	0	0	569153	5.20090331214	1	53.6938719429	1.0	-1.88336448876
0	0	1	0	23491	62.8710381792	1	54.4646777912	1.0	0.440227672344
0	0	0	0	381147	2.52760120442	1	20.1614079792	0.0	-2.22434504216
0	0	0	0	20080	3.68165340425	1	42.5070569049	0.0	-1.78869872573
0	0	0	0	20077	14.7418795475	1	117.050554821	0.0	-1.05228647892
0	0	1	0	21873	29.9395488892	1	139.562660442	0.0	1.62293568546
0	0	0	0	449081	4.05520240883	1	39.3228159585	0.0	-1.88964011794
0	1	0	0	37241	8.49443030241	1	64.1838395535	0.0	-1.57984989704
0	0	0	0	318397	3.68165340425	1	42.5070569049	0.0	-1.65943657487
0	0	0	0	21896	7.87420541987	1	87.2263359066	0.0	-1.83815342602
0	0	0	0	11008	7.92779612201	1	87.2456230895	0.0	-1.77392606583
0	0	0	0	438575	2.90950150552	1	24.9517599741	0.0	-1.716199294
1	0	0	0	553786	10.5759033121	1	114.49240452	1.0	-0.292508472188
0	0	0	0	11773	5.35752799023	1	44.7810055663	0.0	-1.7136484336
0	0	0	0	598804	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	1	0	0	1876	25.0244607927	1	163.523202907	0.0	-1.07200001303
0	0	0	0	687163	6.51339938437	1	69.7671514026	0.0	-1.79476261548
0	0	0	0	44623	3.29140180662	1	29.7421119689	0.0	-1.83815342602
0	0	0	0	3985	2.90950150552	1	24.9517599741	0.0	-2.02453163575
0	0	0	0	2530	5.92819341208	1	54.2875618598	0.0	-1.7488415823
0	0	0	0	679316	1.76380060221	1	10.5807039896	0.0	-1.45599453783
1	1	0	0	562795	12.4326550788	1	127.958892104	1.0	-1.37703829381
0	1	0	0	18419	5.43922789358	1	25.861023595	0.0	-1.44318760343
0	0	0	0	28350	3.67330210773	1	34.5324639637	0.0	-1.84210536432
0	0	0	0	18353	3.29140180662	1	29.7421119689	0.0	-1.81401644028
0	0	0	0	711342	3.68165340425	1	42.5070569049	0.0	-1.45177598942
0	0	0	0	330272	4.48093007695	1	12.3398125439	0.0	-2.0494252664
0	0	0	0	463457	4.94635928661	1	95.2221286137	0.0	-0.962053594341
0	1	1	0	416596	58.2001112768	1	240.033281051	1.0	0.980725667098
0	0	0	0	716676	5.20925460867	1	61.6684648841	0.0	-2.00711502867
0	1	0	0	588967	6.98353169105	1	60.9716174567	0.0	-1.39222507623
0	0	0	0	485494	29.619003011	1	67.2623001719	0.0	-0.321157473601
0	0	0	0	21097	2.14570090331	1	15.3710559844	0.0	-1.6955489647
0	0	0	0	18257	7.5037693766	1	60.4699386684	1.0	-0.739645685391
0	0	0	0	17059	8.63800602208	1	96.8070398962	0.0	-1.87157504045
0	0	0	0	3632	5.58280361325	1	58.4842239377	0.0	-1.83815342602
0	0	0	0	559000	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	1	0	11662	38.8402341447	1	142.889643194	0.0	2.31426271296
0	0	0	0	455775	6.35806847329	1	46.098882684	1.0	-0.765205284465
0	1	0	0	13429	16.7393903249	1	115.22081691	1.0	-0.795482564087
0	1	0	0	7490	45.3139569252	1	88.9175554812	0.0	-1.00002070702
0	0	0	0	16130	9.00208379969	1	107.554138993	0.0	-1.47894995512
0	0	0	0	420817	3.91162668916	1	6.69961561572	0.0	-1.57991074822
0	0	0	0	699566	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	602012	5.20090331214	1	53.6938719429	0.0	-1.83815342602
0	0	0	0	11306	1.0	0	1.0	0.0	-1.78948410934
0	0	0	0	357523	3.29140180662	1	29.7421119689	0.0	-1.45379395129
0	0	0	0	15338	6.59514929226	1	70.7988597171	0.0	-1.58917023243
0	0	0	0	447599	9.9618601539	1	32.947084231	1.0	-2.09405323778
0	0	0	0	593337	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	593084	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	12097	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	46608	18.4041136451	1	140.149126941	0.0	-0.863359649918
0	0	0	0	24166	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	1524	38.2824745971	1	128.679475514	0.0	-0.99993306436
0	0	0	0	678142	2.14570090331	1	15.3710559844	0.0	-1.91827024994
0	1	0	0	576534	15.6179336531	1	51.9358030277	1.0	-1.00050521505
0	0	0	0	15013	5.82112819468	1	30.6513755898	0.0	-1.46555095181
0	1	1	0	4125	43.6262759978	1	42.4748533322	1.0	1.90014195557
0	0	0	0	10154	5.96470391435	1	63.2745759325	0.0	-1.9765176483
0	0	0	0	700951	5.74828021676	1	42.732257758	0.0	-1.71991458414
0	1	0	0	363593	5.06936795356	1	36.9036298373	0.0	-0.749170609262
0	0	0	0	430853	2.14570090331	1	15.3710559844	0.0	-1.75257996576
1	0	0	0	714802	4.43710270994	1	44.1131679533	0.0	-1.91182441427
0	1	0	0	13439	5.82112819468	1	30.6513755898	0.0	-1.49417668905
0	1	0	0	14232	6.58861786145	1	48.0904448753	0.0	-1.47725996094
1	0	0	0	712224	3.29140180662	1	29.7421119689	0.0	-1.94103337545
0	1	0	0	47340	5.43922789358	1	25.861023595	0.0	-1.53763599544
0	0	0	0	10908	3.67330210773	1	34.5324639637	0.0	-1.62732026389
0	0	0	0	529931	2.90950150552	1	24.9517599741	0.0	-1.95630289957
0	0	0	0	47918	13.2218690755	1	88.5852832071	0.0	-1.4385656053
1	0	0	0	35741	3.67330210773	1	34.5324639637	0.0	-1.75384576181
0	0	0	0	4188	11.2782416245	1	97.7064735711	0.0	-1.76754515776
0	0	0	0	12782	5.30808471642	1	53.7324463087	0.0	-1.51391078719
0	0	0	0	410197	4.89570090331	1	22.730281838	0.0	-1.77667201174
0	0	0	0	732393	12.8274538068	1	28.4995503537	1.0	-0.925464809533
0	0	0	0	351586	3.73524410639	1	42.5263440878	0.0	-0.999938943397
0	0	0	0	467037	1.3819003011	1	5.79035199481	0.0	-1.72341969026
0	1	0	0	331206	10.7725612269	1	71.1983853359	0.0	-1.54890080579
0	0	0	0	16135	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	472083	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	681822	10.2906112928	1	75.9802907309	1.0	-0.999650994507
0	0	0	0	619831	4.05520240883	1	39.3228159585	0.0	-1.72033390269
0	1	0	0	12697	5.06101665704	1	28.9290368961	0.0	-1.33594490178
0	0	0	0	40428	5.58280361325	1	58.4842239377	0.0	-1.83815342602
0	0	0	0	11751	7.11040481766	1	77.645631917	0.0	-1.65206013912
0	0	0	0	592405	2.90950150552	1	24.9517599741	0.0	-2.07574797813
0	0	0	0	12392	2.90950150552	1	24.9517599741	0.0	-1.91517712391
0	0	0	0	26568	5.58280361325	1	58.4842239377	0.0	-1.81759611864
0	0	0	0	440412	2.90950150552	1	24.9517599741	0.0	-1.75430630993
0	0	0	0	337899	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	608725	4.83570560409	1	64.8527058306	0.0	-0.999573170213
0	0	0	0	52601	3.67330210773	1	34.5324639637	0.0	-1.6301147002
0	0	0	0	437615	2.14570090331	1	15.3710559844	0.0	-2.17825171474
1	0	0	0	685181	7.06707562808	1	70.5191461373	0.0	-0.999650331731
0	0	0	0	11508	4.68564778674	1	46.847099743	0.0	-2.10476239162
0	0	0	0	357526	3.29975310315	1	37.7167049101	0.0	-1.38478194057
0	1	0	0	572197	11.2846819	1	65.3090832421	0.0	-1.2195207159
0	0	0	0	11440	2.90950150552	1	24.9517599741	0.0	-1.68321605385
0	0	0	0	322105	4.06355370536	1	47.2974088997	0.0	-1.67588228956
0	0	0	0	502035	4.05520240883	1	39.3228159585	0.0	-1.66760920419
0	1	0	0	369604	6.29492372935	1	52.9638492065	1.0	-1.37368810214
0	0	0	0	17941	2.14570090331	1	15.3710559844	0.0	-1.57800337965
0	0	0	0	11686	7.57546345055	1	15.4572923986	0.0	-1.66104626381
0	0	0	0	9372	5.03450150552	1	26.6952403703	0.0	-2.02975259269
0	0	0	0	525714	4.43710270994	1	44.1131679533	0.0	-2.15512984973
1	1	0	0	347224	10.8025347021	1	108.875137405	0.0	-1.33682059733
0	0	0	0	610779	2.90950150552	1	24.9517599741	0.0	-2.04390742892
0	0	0	0	17541	4.10879311097	1	39.3421031414	0.0	-1.68941199433
0	0	0	0	674424	4.05520240883	1	39.3228159585	0.0	-1.65222807955
0	1	0	0	578011	5.43922789358	1	25.861023595	0.0	-1.02661933473
0	0	0	0	555931	2.14570090331	1	15.3710559844	0.0	-2.16958276195
0	0	0	0	388338	2.90950150552	1	24.9517599741	0.0	-2.01675630311
0	0	0	0	11414	3.67330210773	1	34.5324639637	0.0	-1.96937297765
0	0	0	0	14339	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	15310	6.21137979231	1	43.4163205258	0.0	-1.15060227677
0	0	0	0	561545	3.53994688343	1	32.4760437586	0.0	-1.00005573688
0	0	0	0	10611	7.32476762622	1	77.7227806485	0.0	-1.51287249704
0	0	0	0	33292	4.05520240883	1	39.3228159585	0.0	-1.79154613996
0	1	0	0	51566	25.6813647745	1	133.225174557	1.0	-0.543215290154
0	0	0	0	44134	4.43710270994	1	44.1131679533	0.0	-1.76444146842
0	0	0	0	484932	2.52760120442	1	20.1614079792	0.0	-1.75182428397
0	0	0	0	3960	6.72850451656	1	72.8552799222	0.0	-1.83815342602
0	0	0	0	538074	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	16846	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	4393	4.05520240883	1	39.3228159585	0.0	-1.849431986
0	0	0	0	437153	6.19426787108	1	29.8518830338	0.0	-1.92126706447
0	1	0	0	721293	11.1760837067	1	105.690896458	0.0	-1.3754687429
0	1	0	0	609095	4.54207206707	1	14.2238994003	0.0	-1.00035769387
0	0	0	0	360013	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	492690	7.35752406245	1	52.4426586987	1.0	-0.999766513671
0	0	0	0	38496	6.50737632188	1	68.122789476	0.0	-1.35721930789
0	1	0	0	16792	10.5902612799	1	149.722552255	1.0	-0.623006637673
0	0	0	0	368708	13.3971923566	1	84.3945509534	1.0	-1.38023058913
1	0	0	0	559972	3.29975310315	1	37.7167049101	0.0	-1.94276976257
1	0	0	0	497449	17.332709653	1	160.238534451	0.0	-0.556065080467
0	1	0	0	10481	4.67542729137	1	16.2803196053	1.0	-0.628430658716
0	0	0	0	446051	6.43046726887	1	39.0760812547	0.0	-1.36272094572
0	1	0	0	10207	7.3487293991	1	49.812783569	0.0	-1.51859783692
1	0	0	0	13485	4.49069341208	1	44.1324551362	0.0	-1.70279637976
0	0	0	0	757	3.79230708677	1	72.876479688	0.0	-1.72368641318
0	0	0	0	34773	6.34660421546	1	68.0649279274	0.0	-1.83375010652
0	0	0	0	21897	4.05520240883	1	39.3228159585	0.0	-1.83815342602
0	0	0	0	585620	1.76380060221	1	10.5807039896	0.0	-2.50654321183
0	1	0	0	15076	15.3577548838	1	53.0874701045	0.0	-0.999764043058
0	0	0	0	10268	4.43710270994	1	44.1131679533	0.0	-1.64671657942
0	0	1	0	385316	6.71523363444	1	51.1277137358	0.0	0.200686844868
0	1	0	0	342598	10.8749249428	1	42.4309390568	1.0	-1.29571293039
0	0	0	0	591950	1.76380060221	1	10.5807039896	0.0	-1.73174009889
0	1	0	0	10979	49.219601825	1	68.7029636453	1.0	-0.999870388539
0	0	0	0	10189	4.81900301104	1	48.9035199481	0.0	-1.80010130608
